Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;;;;;;;;;;;;;;;;;
Variável - Área plantada (Hectares);;;;;;;;;;;;;;;;;;;;;;
Cód.;Município;Ano x Produto das lavouras temporárias;;;;;;;;;;;;;;;;;;;;
Cód.;Município;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cód.;Município;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar
3503307;Araras (SP);32469;55890;72068;78975;56925;70704;91983;84162;69165;90675;96411;95758;131820;114400;-;124032;140400;175360;171235;179200;242880
3503356;Arco-Íris (SP);-;-;3961;2154;3195;4532;5758;6675;9308;10417;10417;14719;17194;16056;16985;28334;35646;24470;35045;12105;19766
3503406;Arealva (SP);856;1187;1463;1680;1464;1402;3900;45218;89600;89600;51200;39448;49436;40701;22710;23308;34286;50274;70400;52922;55262
3503505;Areias (SP);57;-;98;160;192;125;59;-;90;285;90;108;111;121;126;117;-;1458;112;110;137
3503604;Areiópolis (SP);8028;11129;16454;17688;15474;20444;28636;25542;18371;19278;18720;18720;38280;39680;28560;17932;42240;46480;66815;47285;47289
3503703;Ariranha (SP);12500;15753;23462;25371;18409;28599;30445;29120;21840;31391;30217;37008;41328;39420;32492;36830;43585;50761;45461;42307;46872
3503802;Artur Nogueira (SP);1606;5199;2815;2680;3072;3013;5661;5760;8165;8765;9219;10222;11585;10368;14071;14400;17280;15780;15145;21952;24320
3503901;Arujá (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3503950;Aspásia (SP);-;-;-;-;-;-;-;235;-;288;374;3064;4466;1951;1794;1840;3449;3856;4693;5573;7117
3504008;Assis (SP);7573;16013;16682;22969;16313;17057;19832;20912;29263;27939;35800;61574;56813;57900;50488;68644;68899;92171;67070;67299;66050
3504107;Atibaia (SP);-;-;24;16;29;36;39;48;96;96;125;432;180;193;168;336;357;412;438;455;455
3504206;Auriflama (SP);353;-;402;364;550;491;1056;9156;3714;-;7040;33040;31379;21158;19422;14477;27126;32217;31360;35004;36516
3504305;Avaí (SP);1342;1861;3476;3699;2365;2878;2495;2772;2697;2697;8478;19134;22034;19741;3553;3646;9352;12336;6720;6720;9502
3504404;Avanhandava (SP);13552;-;18231;27586;38070;23592;45120;52560;46656;46656;71679;78002;89431;94321;66135;16985;91314;83924;84432;137025;108570
3504503;Avaré (SP);7493;14591;12797;9660;11340;12265;13608;15120;12600;21700;26600;43400;32900;43400;42000;43400;44800;45500;49490;50904;54375
3504602;Bady Bassitt (SP);50;-;366;394;1119;3697;3956;3894;4080;5168;5984;9504;9729;10462;9627;14515;12967;13712;10542;16300;13684
3504701;Balbinos (SP);-;-;-;-;-;-;-;57;57;57;822;5491;6398;14111;13459;14518;18349;23361;32127;29217;32987
3504800;Bálsamo (SP);107;148;975;1050;762;1183;2754;5735;21600;23562;25092;39852;40787;37455;24211;28084;29759;39456;30631;38400;38304
3504909;Bananal (SP);107;178;76;125;150;117;42;120;75;131;60;85;81;478;455;488;390;546;390;403;230
3505005;Barão de Antonina (SP);-;-;-;-;-;-;-;-;-;-;172;278;-;-;-;-;-;-;-;-;-
3505104;Barbosa (SP);1299;2374;4346;7509;7114;3354;10425;12236;11203;11203;29819;36144;38461;41053;37791;8345;36622;27331;33741;44481;55370
3505203;Bariri (SP);10989;15234;19806;23040;19200;26074;55151;67200;31968;31968;52192;107800;88322;71628;67205;68338;82746;83751;74695;80077;77175
3505302;Barra Bonita (SP);14450;20031;21634;19440;16200;21120;37570;30345;13464;20944;22200;48690;37439;31172;27007;32080;42491;42084;40237;30148;31207
3505351;Barra do Chapéu (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;62
3505401;Barra do Turvo (SP);-;-;-;-;-;-;-;-;-;3;4;3;-;-;-;-;-;-;7;10;10
3505500;Barretos (SP);25690;35611;43877;57334;71279;75680;94905;128243;98658;104139;223563;232199;213964;277263;271380;303239;390013;404102;377486;429947;453682
3505609;Barrinha (SP);17840;19784;24376;31393;24702;29075;50113;28350;28917;28369;41967;55900;52896;48434;49833;42919;54272;60976;56236;60770;67473
3505708;Barueri (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3505807;Bastos (SP);428;594;227;311;245;587;405;438;1177;2717;7469;8255;8527;7512;10292;9318;13800;14445;12641;8958;11539
3505906;Batatais (SP);36394;53788;79222;80368;60605;93637;184810;135270;111265;111924;102706;111924;210503;229752;211695;207468;274856;268940;249730;268248;313200
3506003;Bauru (SP);422;242;137;122;754;988;770;1196;1227;1227;1212;3951;4814;4077;1218;2875;3327;6776;7540;7540;7630
3506102;Bebedouro (SP);29382;46740;54389;54148;36038;65999;77058;47466;47466;66339;103185;92521;126174;115611;111059;121076;157788;194979;165789;181350;177389
3506201;Bento de Abreu (SP);14183;25225;14095;28688;24000;27792;44064;47723;40553;40960;57816;67622;68634;35884;49785;68191;60931;71504;81840;81000;101430
3506300;Bernardino de Campos (SP);3746;9496;11700;14000;3597;5373;11340;11712;16640;14623;9984;19217;17375;21600;20000;23600;23600;26800;26800;25600;26424
3506359;Bertioga (SP);...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;...;...;...;...;...;...
3506409;Bilac (SP);370;1170;1714;1396;1896;2264;3323;3695;4724;7763;9507;18210;18206;20134;14635;15121;20735;26659;20988;28349;21977
3506508;Birigui (SP);1374;1904;3335;3026;3089;3590;4233;4703;22221;36742;44818;52484;53473;37798;39239;30950;58816;64885;47115;48236;45477
3506607;Biritiba Mirim (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3506706;Boa Esperança do Sul (SP);23103;37590;41451;77832;77832;43710;52245;76313;40800;40800;2082;102000;168300;163370;163370;143840;196000;223125;167501;180949;196735
3506805;Bocaina (SP);11489;24038;28947;23328;19440;25344;31590;40824;23892;23892;35334;74745;67366;51166;51166;53683;68605;67169;64980;57324;58800
3506904;Bofete (SP);-;-;-;-;-;-;-;-;189;230;216;216;-;651;630;504;504;576;828;805;805
3507001;Boituva (SP);6993;11475;11944;16679;13885;14391;22696;383;22416;25200;26360;26361;-;35200;33000;34450;21450;28971;31200;27865;43440
3507100;Bom Jesus dos Perdões (SP);-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-
3507159;Bom Sucesso de Itararé (SP);-;-;-;-;-;-;-;-;-;-;11;19;-;-;-;-;-;-;-;-;-
3507209;Borá (SP);416;450;474;-;1505;7735;20185;13554;11118;10745;14197;19341;20213;20842;23175;16276;18423;21572;24113;22845;26204
3507308;Boracéia (SP);9634;13354;15083;15600;13000;16872;22750;26460;11340;11502;16614;35145;32052;24033;24058;22480;30187;30764;29226;27997;27101
3507407;Borborema (SP);9990;13849;19355;22305;15167;26614;32847;20160;54227;54227;56700;100845;133066;134249;115800;115136;186033;198013;148534;160713;176784
3507456;Borebi (SP);1399;1939;3223;6162;7527;8143;7861;19746;22042;22042;17203;29948;36688;32800;18064;18777;33814;27053;18839;18839;23027
3507506;Botucatu (SP);6868;10387;12797;15477;13540;16142;16136;22575;11340;28560;30380;53900;57750;65100;64800;75600;75600;112000;184000;112840;112840
3507605;Bragança Paulista (SP);-;-;152;96;144;143;144;206;210;210;243;880;600;535;500;600;420;912;832;54;52
3507704;Braúna (SP);2123;6516;11518;8806;11410;7679;9299;20160;12701;12701;15240;21336;22992;24800;15185;16872;33413;33822;31685;28833;35280
3507753;Brejo Alegre (SP);-;-;-;-;-;253;780;11016;8387;17088;20972;13378;17069;13200;9606;9399;11583;11085;11417;9979;12317
3507803;Brodowski (SP);11596;16075;20598;20618;16071;21299;23377;27243;34259;27687;34073;28962;57571;62836;63295;50523;67682;68964;60815;65324;88005
3507902;Brotas (SP);15360;21293;30470;24888;25500;35425;46656;60480;68818;41383;54350;117260;110678;82808;84336;89568;110044;106643;124687;130430;123255
3508009;Buri (SP);-;-;-;-;-;-;-;-;-;-;608;832;-;-;-;-;-;-;-;-;-
3508108;Buritama (SP);395;495;427;221;680;762;2397;3348;2734;17920;21946;25392;18016;19923;18327;18934;28401;35541;41515;54144;57960
3508207;Buritizal (SP);10704;14838;18282;21060;24000;23362;27625;29750;26445;36264;31715;41035;40552;43448;46332;48185;57130;61003;55989;52200;69600
3508306;Cabrália Paulista (SP);681;-;1280;1218;1176;1227;654;1946;1050;1734;4777;4518;5950;5807;2989;9878;10192;4125;3168;3242;1188
3508405;Cabreúva (SP);200;208;1280;1285;1290;1407;39;1819;1715;210;249;94;101;60;58;35;44;750;300;28;32
3508504;Caçapava (SP);856;1202;1463;960;1560;1932;4320;2280;1995;1961;2064;-;-;14400;11280;11520;15000;18000;16080;16080;24000
3508603;Cachoeira Paulista (SP);-;-;-;-;-;-;-;-;-;-;-;-;594;678;624;656;594;782;644;257;360
3508702;Caconde (SP);353;490;536;974;761;889;1099;1001;1081;1081;934;1199;848;360;368;520;440;480;1066;1148;1174
3508801;Cafelândia (SP);3354;4649;3690;10027;5126;8023;24300;-;8748;99584;123530;128183;-;144941;95377;97022;164865;139265;152407;132812;171335
3508900;Caiabu (SP);6171;8555;10540;9031;10380;11905;11207;13144;10183;24935;37106;30274;23812;23966;24352;24341;29615;30474;27489;27489;33380
3509007;Caieiras (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-
3509106;Caiuá (SP);3678;3116;3839;3850;3353;9812;12471;11162;12614;12614;25705;31604;32236;21034;23642;24449;30253;19829;18858;20868;13360
3509205;Cajamar (SP);-;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...;-;-;-
3509254;Cajati (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;4
3509304;Cajobi (SP);2851;7444;7568;13823;9996;15750;14972;20221;17599;25295;24476;31683;35844;41502;35138;36123;32200;40530;41728;44640;49992
3509403;Cajuru (SP);17109;22504;27728;27755;20930;29506;46656;57960;48699;48437;48437;34598;78513;85692;95620;90720;126595;117600;43650;111283;125997
3509452;Campina do Monte Alegre (SP);-;-;-;-;-;-;-;803;5693;5709;4725;15000;4114;10920;6016;7344;8636;9126;9249;6854;-
3509502;Campinas (SP);3011;4173;4571;3897;4606;5883;7208;8864;2576;2576;...;7752;15400;9814;11682;11594;13200;13300;7808;8354;9489
3509601;Campo Limpo Paulista (SP);-;-;-;-;-;-;-;-;-;-;4;...;-;...;...;...;...;...;...;...;...
3509700;Campos do Jordão (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3509809;Campos Novos Paulista (SP);575;920;1144;1209;1376;1454;2660;4375;5540;5573;14256;15390;20700;21082;23424;17745;29925;39200;36225;20633;47881
3509908;Cananéia (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;4;4;4
3509957;Canas (SP);...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3510005;Cândido Mota (SP);15414;21367;32981;40612;24910;24664;41328;47520;54584;55260;61026;107418;104353;110242;101552;140059;114562;117247;114498;115509;128128
3510104;Cândido Rodrigues (SP);2890;4006;5485;7000;4760;5945;10743;9200;7128;6179;5947;5947;6612;10987;12596;11714;13275;15592;13810;12632;12306
3510153;Canitar (SP);7136;2325;3656;3625;3750;3864;5558;7350;7182;7802;9828;10640;14400;15304;18398;12168;16456;19199;11375;11550;15690
3510203;Capão Bonito (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3510302;Capela do Alto (SP);143;1039;1463;551;448;713;389;960;2720;2100;2160;2160;2160;2200;2750;2650;1485;1935;1350;2628;3296
3510401;Capivari (SP);25310;35085;42963;36764;46436;30121;32832;44683;39936;60832;70948;86870;112125;93986;81808;97301;111076;112845;104772;122712;103802
3510500;Caraguatatuba (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;-;...;-;-;-;-;-;-
3510609;Carapicuíba (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3510708;Cardoso (SP);-;-;-;-;-;-;-;18900;13050;24170;28058;29129;30720;25056;53277;59542;54534;112906;96036;86356;97370
3510807;Casa Branca (SP);12042;17806;26814;33280;26000;33375;64000;61500;66420;66420;57400;72900;110250;88290;91547;127400;97804;117990;124600;123888;126016
3510906;Cássia dos Coqueiros (SP);65;90;111;149;209;646;1170;1278;840;2752;2751;2477;4586;5005;5005;5323;7957;6901;7020;7344;8804
3511003;Castilho (SP);4282;5820;3851;3918;4019;1686;17548;38959;40351;63819;93600;185850;165876;91011;92133;96460;132113;109200;126015;168175;228130
3511102;Catanduva (SP);18857;24730;38088;41067;25704;44922;34992;34532;37800;54180;50097;57568;64288;62087;63511;65819;68878;88935;81528;84313;96444
3511201;Catiguá (SP);9990;12118;17977;19516;16184;25142;28050;19040;21675;31154;35485;39321;42189;40241;33169;36830;36620;46070;45322;48603;53891
3511300;Cedral (SP);571;791;1021;1099;5855;7395;10560;14834;11093;15776;17272;27432;28180;28241;24648;30490;51443;52365;32752;28851;28350
3511409;Cerqueira César (SP);1606;2473;2742;2898;2970;3745;5508;18000;23490;24800;34884;66960;50760;66960;64800;75600;87040;63960;61200;66400;60000
3511508;Cerquilho (SP);7136;9892;12188;10400;12600;13376;23400;15200;15675;19044;17860;21252;40066;10202;10057;11961;31112;31351;21473;30220;35097
3511607;Cesário Lange (SP);9960;7419;8495;12792;11851;10980;14580;15360;19440;14000;19047;19048;27086;38940;36300;55968;72410;48576;40128;66876;77827
3511706;Charqueada (SP);11864;16445;20263;23275;21731;25266;21870;22776;29570;32179;43761;59273;57408;50214;34458;38304;42491;51782;45225;47158;43853
3511904;Clementina (SP);2730;7914;6507;5775;5333;8567;12143;12409;12120;11030;22728;21929;21522;20499;15213;15970;28590;25994;26514;26334;27930
3512001;Colina (SP);19267;26708;45248;43065;44550;41572;50544;49280;31680;57376;67724;77763;94700;107300;112345;125711;151837;151275;139366;155595;163716
3512100;Colômbia (SP);69;1089;1341;1497;1574;23613;37966;50870;42051;81287;95948;84935;102883;120455;136573;164046;201126;208088;210824;232469;241619
3512209;Conchal (SP);2141;2968;2194;2268;1693;2226;2007;11700;5104;2577;2738;2221;2230;6930;7013;8800;12389;16635;15049;14413;15668
3512308;Conchas (SP);518;252;311;755;588;530;1588;2940;3584;3485;4688;4689;7025;5608;4882;7273;8345;8435;24546;15050;15050
3512407;Cordeirópolis (SP);6422;8903;10969;10440;11970;10551;12202;11904;12053;19407;22174;47627;53976;48305;61879;40929;78836;78278;75483;69691;71252
3512506;Coroados (SP);740;1196;2585;2452;1427;4497;16200;26010;17904;27200;31352;35959;39943;35128;26331;39139;49512;58795;43130;49216;63635
3512605;Coronel Macedo (SP);-;-;-;-;-;-;-;-;3000;3000;3628;6542;5997;4879;6799;3533;1630;2228;2686;-;-
3512704;Corumbataí (SP);1142;1583;2296;6960;4586;6547;8748;6879;8432;7560;7560;7560;8447;19018;7967;12398;14930;16549;16351;17115;18907
3512803;Cosmópolis (SP);9366;-;15844;15030;18529;10732;17248;19869;11900;11900;...;31185;33345;29713;25632;27583;40997;40883;42333;34481;35426
3512902;Cosmorama (SP);-;-;-;-;2251;3755;4860;11410;12960;31892;37021;55422;38400;33600;41895;36546;48800;93976;108800;81099;86870
3513009;Cotia (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3513108;Cravinhos (SP);23415;32458;39992;40031;30188;45490;96200;53280;75623;51571;51569;51560;95466;104196;95731;83505;126045;108247;100515;107968;126061
3513207;Cristais Paulista (SP);-;-;-;-;-;-;832;1440;5616;4750;5510;5510;5510;9732;9661;10513;20800;19500;24778;22440;22403
3513306;Cruzália (SP);-;124;-;1625;1567;1818;1717;3671;3625;5250;5651;18921;14897;15204;13664;7637;9792;22479;22369;19535;22565
3513405;Cruzeiro (SP);7;10;12;20;24;38;23;-;42;84;56;98;98;106;105;89;98;101;101;104;119
3513504;Cubatão (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3513603;Cunha (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3513702;Descalvado (SP);20989;35809;35041;40320;36900;36524;49572;64260;49572;70686;87455;122086;91796;102000;117000;82720;167578;200792;140314;140314;170172
3513850;Dirce Reis (SP);-;-;-;-;-;-;-;174;-;290;760;575;621;8685;8275;8488;10768;11386;11042;12082;13400
3513900;Divinolândia (SP);-;-;-;-;-;-;-;360;360;360;560;540;218;180;184;260;220;240;-;-;-
3514007;Dobrada (SP);11864;21367;26326;30240;22063;25682;45933;36746;29764;24249;26019;26019;27618;45889;33008;46403;53967;53392;54949;55125;56790
3514106;Dois Córregos (SP);40140;55643;73128;63360;56000;62083;77760;114240;50201;50201;72512;168300;152143;115209;115178;114291;150705;152204;146128;146329;143325
3514205;Dolcinópolis (SP);-;-;-;-;-;-;-;104;-;3087;6142;9200;13607;14090;9820;13945;21307;20624;16146;16308;18062
3514304;Dourado (SP);7262;10683;10530;12066;12928;12585;25500;21840;23621;20392;18144;27556;33480;38700;26775;23463;39276;35827;22924;22924;42019
3514403;Dracena (SP);-;-;-;-;2880;3504;16751;28133;29920;29920;41504;36590;44485;66360;39367;51813;66338;69482;67914;68291;63061
3514502;Duartina (SP);-;-;54;51;50;179;198;279;468;526;1254;1322;1740;1698;2121;1469;1583;1697;1127;218;1276
3514601;Dumont (SP);9990;9892;14626;22424;17645;20768;21870;20250;23409;20264;29976;45252;41438;39821;43248;36870;43935;49354;45525;49195;54621
3514700;Echaporã (SP);4700;6515;11557;11336;7381;9111;9255;10634;11168;19116;21123;34481;24422;24889;23261;27890;30061;24395;9524;11893;11480
3514809;Eldorado (SP);37;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3514908;Elias Fausto (SP);17999;23963;28947;44798;34560;33902;34817;31680;38257;32767;32175;34225;37800;54000;45540;55000;52800;66576;41475;38157;38192
3514924;Elisiário (SP);3871;5522;8288;8922;6854;10648;13104;13104;14040;20180;18607;19244;30124;31536;25994;26938;30263;37487;27614;27376;30372
3514957;Embaúba (SP);1604;2224;2978;3206;2326;555;11305;8330;15776;12828;12842;22977;18828;27269;29563;29932;26690;31925;32505;35165;38992
3515004;Embu das Artes (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3515103;Embu-Guaçu (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;-;-;-
3515129;Emilianópolis (SP);-;-;-;2858;3487;4935;7387;5415;5943;15120;15120;17407;17989;15723;19415;24062;31718;32820;31350;31350;25342
3515152;Engenheiro Coelho (SP);1249;1731;2133;2030;2328;2675;2616;2060;2086;2817;3218;4305;4866;4980;7557;10864;12074;11135;12090;16675;15504
3515186;Espírito Santo do Pinhal (SP);1606;1781;2849;2608;4365;2628;4393;5058;3580;8192;9072;6808;11090;10606;7992;7678;9951;7936;9450;7711;9928
3515194;Espírito Santo do Turvo (SP);3354;7419;3443;8700;4239;4380;15000;8970;12150;11610;13500;14250;26000;16787;24705;12600;9100;10500;9100;12078;14033
3515202;Estrela d'Oeste (SP);2072;3957;5363;4593;3680;5340;6144;5727;10003;10445;13056;12240;13515;12240;22295;26499;27518;36182;55556;48366;48552
3515301;Estrela do Norte (SP);-;185;96;135;146;217;176;239;189;23436;20646;27246;29165;29316;27257;32410;43760;39708;32165;32165;49414
3515350;Euclides da Cunha Paulista (SP);1784;2968;113;56;-;-;567;508;406;-;566;9202;13516;17190;15604;12995;23507;24833;23364;21914;21081
3515400;Fartura (SP);-;717;-;-;-;-;-;-;-;-;-;-;-;8136;6002;5532;7363;8362;7839;5472;1029
3515509;Fernandópolis (SP);7664;10624;14626;13123;10350;14017;14336;10304;23816;26040;42120;16920;50085;47520;52500;54600;56700;74550;115600;89571;95200
3515608;Fernando Prestes (SP);5887;9397;12188;14000;11424;14268;20400;27200;22680;20650;2006;20060;23616;50781;29640;28363;38430;39710;57600;51542;51357
3515657;Fernão (SP);-;-;-;-;-;-;-;-;672;792;518;560;-;-;-;-;-;-;3;4;4
3515707;Ferraz de Vasconcelos (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3515806;Flora Rica (SP);-;1731;4174;3252;3042;4905;10440;11160;7849;10606;9572;10080;19141;24431;19523;25544;23801;24427;28149;20672;20503
3515905;Floreal (SP);-;-;-;-;-;-;437;1890;1701;13929;15158;26042;18879;15370;12867;14384;15733;18549;21600;18401;17739
3516002;Flórida Paulista (SP);12975;17986;34432;41443;32400;34604;91755;50220;62493;80275;63000;70875;89026;86100;86336;70031;71633;90991;69909;80676;82469
3516101;Florínea (SP);11239;17311;21329;28890;14930;15997;45000;26648;27360;28908;31558;58061;45268;47315;39582;48361;44605;58772;55771;64928;62103
3516200;Franca (SP);749;1583;1950;2112;2400;3271;5280;4752;5824;5200;5200;5200;4872;4704;5712;6216;8400;8400;8480;8640;16451
3516309;Francisco Morato (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3516408;Franco da Rocha (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-;-;-
3516507;Gabriel Monteiro (SP);974;1703;3102;4062;3303;2997;3835;7923;8370;9476;11548;12475;10933;12660;13130;11766;13814;16835;25472;33397;27692
3516606;Gália (SP);-;-;-;-;-;-;-;-;-;...;27;27;-;-;-;-;-;-;-;-;-
3516705;Garça (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3516804;Gastão Vidigal (SP);706;-;-;-;390;-;1518;9126;5586;8400;10042;13538;21834;19614;12054;20554;25404;29098;34715;29988;35098
3516853;Gavião Peixoto (SP);4870;6751;6545;13748;13748;9762;10238;11544;8715;8868;17790;18360;47685;52700;49811;29120;28350;111126;32160;34373;37738
3516903;General Salgado (SP);18707;3600;9164;11084;12878;14710;18800;16920;25915;26741;27763;62160;47399;42599;37600;30977;33413;61726;54080;65949;62398
3517000;Getulina (SP);5246;7273;4326;8698;3649;4667;13623;-;5068;69322;75771;84394;-;99515;89191;75334;72810;103275;106313;94095;96863
3517109;Glicério (SP);2542;3710;6582;5184;8006;2926;16337;21420;16511;16511;31340;31341;45865;39080;33274;29665;51530;36222;37235;60066;56000
3517208;Guaiçara (SP);3746;5193;7846;16466;8610;10250;21812;-;23814;27200;23088;24948;-;37780;37939;33250;53010;40800;55545;27739;33582
3517307;Guaimbê (SP);-;-;-;-;-;-;1600;-;2333;9798;11782;13081;-;16901;11072;13308;10027;6718;14498;7672;9625
3517406;Guaíra (SP);36929;49460;81050;78705;85400;76798;84645;142800;91800;163000;223184;222815;227262;292178;270087;294831;337416;349095;365475;402997;420177
3517505;Guapiaçu (SP);8800;10683;16226;17466;15336;20187;30110;22878;43035;38618;54951;87276;89139;84615;63706;77123;98517;107523;69958;68894;82292
3517604;Guapiara (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3517703;Guará (SP);10918;21762;40223;39206;43728;43177;56840;56840;54282;77229;61508;87210;105570;105570;107525;101200;116987;124936;114090;136800;182400
3517802;Guaraçaí (SP);1894;2226;2342;2387;2286;7376;7290;25200;26100;29700;36000;107100;81914;67662;83334;85330;113750;101500;108500;108500;140875
3517901;Guaraci (SP);5352;11747;11426;12150;14625;14491;46835;49123;31579;57193;67378;88491;80331;121356;153934;167866;250680;259357;221365;244092;264436
3518008;Guarani d'Oeste (SP);201;278;37;1031;784;401;400;184;793;1320;1640;1440;4770;5040;6000;6656;6912;8400;10200;8573;8960
3518107;Guarantã (SP);-;-;-;-;-;-;1458;3276;2592;34560;27705;30758;4800;35791;33546;30113;34927;40392;67494;43507;55120
3518206;Guararapes (SP);23360;32382;41039;42226;46360;60642;68040;130725;101696;134096;168248;190742;210668;115091;108783;168406;199197;212939;202120;228633;242104
3518305;Guararema (SP);-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4570;95;340;259
3518404;Guaratinguetá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3518503;Guareí (SP);-;1484;2608;1916;4378;4994;7296;9092;7776;11100;10759;13348;15984;18468;12502;16416;10481;10768;5444;5360;4515
3518602;Guariba (SP);22746;33633;46619;50827;39347;44636;68800;46440;47369;46471;71944;120202;102375;90815;117283;96623;116510;121941;109940;115753;144245
3518701;Guarujá (SP);...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;-;...;...;-;-;...
3518800;Guarulhos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3518859;Guatapará (SP);33095;45899;56552;56608;42688;57047;60134;71136;63050;60080;60080;54823;101512;110844;111041;100093;134087;136627;120482;124189;151103
3518909;Guzolândia (SP);981;1318;980;1508;1763;955;3344;5140;721;3589;9455;19502;10305;8143;8286;6968;13755;12744;13824;13190;15993
3519006;Herculândia (SP);-;-;-;-;151;4623;3482;6093;16334;18427;2987;20145;21013;19607;53553;38878;45606;65417;65437;52396;68026
3519055;Holambra (SP);-;356;439;468;437;701;778;900;1069;1155;546;1520;1500;1629;1508;1506;3250;1950;1560;1560;2730
3519071;Hortolândia (SP);...;1929;2377;1260;1176;1227;2227;1344;1361;1361;...;552;276;276;276;...;...;...;...;...;...
3519105;Iacanga (SP);4745;4328;8105;6125;6405;5384;16473;15107;65946;65946;37683;78468;97088;84695;47330;49198;108685;170000;128000;128000;120709
3519204;Iacri (SP);253;350;1773;1781;2183;2566;7711;9800;11347;16940;19404;30083;30947;32466;42789;32621;38069;50090;51579;14768;64998
3519253;Iaras (SP);-;-;-;-;130;-;-;6750;5625;5813;13680;18600;32900;43400;42000;22800;26880;27300;21070;21070;21189
3519303;Ibaté (SP);11988;16223;23520;41959;44956;43718;46267;59976;46267;53461;53460;63161;78672;72960;57456;63840;92578;106671;80660;80660;118830
3519402;Ibirá (SP);2275;6863;6399;14420;5666;8410;17763;7920;17268;16692;24000;37350;48326;58244;62597;63918;72822;81782;67818;54318;81631
3519501;Ibirarema (SP);7031;12860;18282;23510;19027;19858;27727;24191;27472;27077;31956;54310;29006;35061;31617;42802;45407;31914;32065;33869;41428
3519600;Ibitinga (SP);8189;9749;15708;26495;18326;15419;40810;23040;51510;51510;69300;118690;162150;142800;146229;143368;206334;222941;163401;152404;189989
3519709;Ibiúna (SP);32;89;110;94;202;210;243;-;210;-;-;-;-;-;-;-;-;-;-;-;-
3519808;Icém (SP);7665;9791;12064;11877;12200;19268;24663;20752;18495;18495;40500;27743;33390;33661;33661;65602;66662;45000;34320;44410;47481
3519907;Iepê (SP);4175;9892;12188;20160;13453;17207;18954;18491;23640;27070;42703;65086;79935;59287;65924;71846;83742;83755;48416;48416;104888
3520004;Igaraçu do Tietê (SP);12845;20031;19166;19440;16200;19008;17626;23654;10138;10138;14643;34664;27825;23169;19198;23442;30047;28861;28109;24635;25306
3520103;Igarapava (SP);18232;28749;40335;36450;40500;43443;49280;72800;6264;92452;80689;104400;116640;103883;105806;103785;131916;153291;140671;130151;173535
3520202;Igaratá (SP);-;-;0;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-
